District,State,Students,Charter_Percent,ELL_Percent,IEP_Percent,Low_Income_Percent,Pupil_Teacher_Ratio,Exp_Rev_Ratio,Strike
POLSON ELEM,Montana,1151,0,0.04,0.11,0.562988705,14.57,0.981,0
CALIPATRIA UNIFIED,California,1150,0,0.36,0.11,0.833043478,17.56,1.078,0
SALEM R-80,Missouri,1150,0,0,0.27,0.997391304,11.03,1.207,0
MASCOMA VALLEY REG SCHOOL DISTRICT,New Hampshire,1150,0,0,0.21,0.327826087,10,1.129,0
WENDELL DISTRICT,Idaho,1149,0,0.29,0.12,0.657093124,17.08,0.878,0
NIPPERSINK SD 2,Illinois,1149,0,0.01,0.14,0.19408181,12.42,1.005,0
EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,New York,1149,0,0.02,0.15,0.288076588,10.2,0.847,0
CROOK COUNTY SCHOOL DISTRICT #1,Wyoming,1149,0,0,0.13,0.382071366,10.58,0.99,0
NORTH CALLAWAY CO. R-I,Missouri,1148,0,0,0.11,0.50261324,12.5,0.993,0
NORTHGATE SD,Pennsylvania,1148,0,0.02,0.22,0.509581882,13.27,0.885,0
HARTLAND-LAKESIDE J3 SCHOOL DISTRICT,Wisconsin,1148,0.17,0.01,0.13,0.170731707,15.83,0.98,0
MOMENCE CUSD 1,Illinois,1147,0,0.08,0.14,0.591979076,14.76,1.02,0
HANOVER-HORTON SCHOOL DISTRICT,Michigan,1147,0,0,0.12,0.325196164,21.69,1.007,0
FOSTER-GLOCESTER,Rhode Island,1147,0,0,0.09,0.168265039,11.59,0.993,0
ESSEX JUNCTION INCORPORATED SCHOOL DISTRICT,Vermont,1147,0,0.04,0.1,0.240627724,12.89,1.007,0
ELKHART,Kansas,1146,0,0.1,0.09,0.219895288,16.1,0.983,0
WILLCOX UNIFIED DISTRICT,Arizona,1145,0,0.13,0.13,0.43930131,14.04,1.286,1
STURGEON BAY SCHOOL DISTRICT,Wisconsin,1144,0,0.01,0.14,0.390734266,12.31,1.007,0
PORT JEFFERSON UNION FREE SCHOOL DISTRICT,New York,1143,0,0.02,0.15,0.103237095,9.84,0.929,0
LAKEVIEW COMMUNITY SCHOOLS (MONTCALM),Michigan,1142,0,0.01,0.14,0.483362522,17.3,1.19,0
BEREA INDEPENDENT,Kentucky,1141,0,0.01,0.19,0.649430324,14.76,0.936,1
CARUTHERSVILLE 18,Missouri,1141,0,0.01,0.15,1.000876424,16.44,0.774,0
FRIONA ISD,Texas,1141,0,0.25,0.1,0.716914987,10.87,0.98,0
CENTRAL/WESTOSHA UHS SCHOOL DISTRICT,Wisconsin,1141,0,0.01,0.1,0.171779141,16.58,1.214,0
KEYES UNION,California,1140,0.33,0.31,0.11,0.616666667,22.41,0.996,0
PIPESTONE AREA SCHOOL DISTRICT,Minnesota,1140,0,0.09,0.18,0.473684211,14.02,0.968,0
MILLSTONE TOWNSHIP SCHOOL DISTRICT,New Jersey,1140,0,0,0.15,0.047368421,10.61,0.956,0
CLINTON COMMUNITY SCHOOL DISTRICT,Wisconsin,1140,0,0.05,0.11,0.307017544,13.67,0.942,0
OAK GROVE UNION ELEMENTARY,California,1139,0.67,0.06,0.05,0.256365233,16.99,1.004,0
PORTA CUSD 202,Illinois,1139,0,0,0.24,0.361720808,13.81,1.062,0
ROCKRIDGE CUSD 300,Illinois,1139,0,0,0.14,0.207199298,15.45,1.031,0
WESTBY AREA SCHOOL DISTRICT,Wisconsin,1139,0,0.01,0.13,0.318700615,14.15,0.937,0
WATER VALLEY SCHOOL DISTRICT,Mississippi,1138,0,0.01,0.13,0.692442882,14.69,1.011,0
MONTPELIER SCHOOL DISTRICT,Vermont,1138,0,0.02,0.09,0.211775044,11.9,1.011,0
EAST PRAIRIE R-II,Missouri,1137,0,0,0.15,0.702726473,11.99,1.081,0
PLEASANTS COUNTY SCHOOLS,West Virginia,1137,0,0,0.19,0.46701847,11.72,1.36,1
NORRIDGE SD 80,Illinois,1136,0,0.13,0.11,0.280809859,14.55,1.103,0
FRANKLIN LAKES  SCHOOL DISTRICT,New Jersey,1136,0,0.01,0.21,0.01056338,7.63,0.953,0
WINONA SEPARATE SCHOOL DIST,Mississippi,1135,0,0.01,0.16,0.784140969,14.9,1.019,0
CHILDRESS ISD,Texas,1135,0,0.03,0.09,0.505726872,11.96,0.918,0
CALUMET PUBLIC SD 132,Illinois,1134,0,0.08,0.12,0.788359788,17.14,0.904,0
UNION-NORTH UNITED SCHOOL CORP,Indiana,1134,0,0.01,0.13,0.498236332,16.04,0.916,0
HOLDREGE PUBLIC SCHOOLS,Nebraska,1134,0,0.02,0.18,0.361552028,13.71,1.322,0
PARIS SCHOOL DISTRICT,Arkansas,1133,0,0.02,0.12,0.379523389,12.43,0.955,0
WEST CARROLL CUSD 314,Illinois,1133,0,0.02,0.19,0.52603707,14.87,0.962,0
DOVER-EYOTA PUBLIC SCHOOL DISTRICT,Minnesota,1133,0,0.01,0.08,0.172109444,14.83,1.201,0
FLORENCE 02,South Carolina,1133,0,0.04,0.17,1,14.6,0.91,0
COMFORT ISD,Texas,1133,0,0.1,0.12,0.561341571,12.09,0.967,0
TORNILLO ISD,Texas,1133,0,0.48,0.06,0.949691086,13.65,0.815,0
OKANOGAN SCHOOL DISTRICT,Washington,1133,0,0.11,0.12,0.568402471,19.44,0.953,0
WILLIAMSON CENTRAL SCHOOL DISTRICT,New York,1132,0,0.01,0.15,0.485865724,11.53,0.931,0
SCHUYLER-INDUSTRY CUSD 5,Illinois,1131,0,0.03,0.18,0.42351901,14.61,0.977,0
CHISHOLM,Oklahoma,1130,0,0.01,0.14,0.308849558,17.19,1.231,1
ALPINE ISD,Texas,1130,0,0.08,0.08,0.497345133,12.39,0.884,0
BUREAU VALLEY CUSD 340,Illinois,1129,0,0,0.21,0.45704163,13.47,0.961,0
BOLING ISD,Texas,1129,0,0.06,0.07,0.511071745,16.13,0.848,0
CARLYLE CUSD 1,Illinois,1128,0,0,0.19,0.440602837,15.24,0.996,0
SHENANDOAH COMM SCHOOL DISTRICT,Iowa,1128,0,0.01,0.14,0.477836879,13.45,0.892,0
WHITE MOUNTAIN REGIONAL SCHOOL DISTRICT,New Hampshire,1128,0,0,0.18,0.479609929,9.77,1.014,0
HOOSICK FALLS CENTRAL SCHOOL DISTRICT,New York,1128,0,0,0.14,0.466312057,10.65,1.004,0
INSPIRED VISION ACADEMY,Texas,1128,1,0.37,0.09,0.878546099,14.98,0.823,0
PRAIRILAND ISD,Texas,1128,0,0.02,0.1,0.509751773,13.24,0.87,0
FRANKLIN CITY PBLC SCHS,Virginia,1128,0,0.01,0.11,0.942375887,12.43,1.011,0
OROFINO JOINT DISTRICT,Idaho,1127,0,0,0.13,0.566104703,14.66,1.028,0
SAINT FRANCIS SCHOOL DISTRICT,Wisconsin,1127,0,0.06,0.12,0.425022183,15.77,0.922,0
PRAIRIE HILLS,Kansas,1126,0,0,0.16,0.370337478,10.11,0.885,0
WINSLOW SCHOOLS,Maine,1126,0,0.02,0.17,0.517761989,11.2,0.971,0
BERGEN ARTS AND SCIENCE CHARTER SCHOOL,New Jersey,1126,1,0.04,0.04,0.464476021,13.9,1.009,0
MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,New York,1126,0,0.01,0.18,0.528419183,11.85,0.936,0
ODYSSEY ACADEMY INC,Texas,1126,1,0.17,0.1,0.695381883,14.83,0.802,0
POYNETTE SCHOOL DISTRICT,Wisconsin,1126,0,0,0.13,0.214920071,14.08,0.908,0
CLOSTER PUBLIC SCHOOL DISTRICT,New Jersey,1125,0,0.08,0.14,0,12.3,0.988,0
VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,New York,1124,0,0.09,0.15,0.391459075,11.2,1.039,0
MAYVILLE SCHOOL DISTRICT,Wisconsin,1124,0,0.02,0.09,0.268683274,15.59,1.058,0
LIBERTY ELEMENTARY,California,1123,0,0.03,0.1,0.542757417,20.35,0.69,0
LAINGSBURG COMMUNITY SCHOOLS,Michigan,1123,0,0,0.09,0.241317898,20.05,0.927,0
BATH COMMUNITY SCHOOLS,Michigan,1122,0,0,0.11,0.399286988,19.57,0.869,0
HAMPTON SCHOOL DISTRICT,New Hampshire,1122,0,0.02,0.12,0.176470588,11.45,0.961,0
TAFT ISD,Texas,1122,0,0.02,0.1,0.869875223,13.98,0.888,0
TULIA ISD,Texas,1122,0,0.06,0.11,0.789661319,11.39,0.973,0
MAYFLOWER SCHOOL DISTRICT,Arkansas,1121,0,0,0.15,0.318465656,12.62,0.905,0
WOOD DALE SD 7,Illinois,1121,0,0.24,0.12,0.504906334,14.08,0.979,0
WEST FORK SCHOOL DISTRICT,Arkansas,1120,0,0.01,0.14,0.308035714,13.77,1.096,0
BOGOTA PUBLIC SCHOOL DISTRICT,New Jersey,1120,0,0.04,0.2,0.455357143,12.49,0.936,0
INTERNATIONAL FALLS SCHOOL DISTRICT,Minnesota,1119,0,0.01,0.19,0.369079535,17.28,1.012,0
GRANVILLE CENTRAL SCHOOL DISTRICT,New York,1119,0,0,0.22,0.5487042,10.45,0.913,0
PEASTER ISD,Texas,1119,0,0.03,0.09,0.350312779,10.98,1.651,0
AROMAS/SAN JUAN UNIFIED,California,1118,0,0.23,0.11,0.625223614,22.63,1.21,0
CALUMET CITY SD 155,Illinois,1118,0,0.15,0.17,0.668157424,14.15,1.045,0
SHELDON COMM SCHOOL DISTRICT,Iowa,1118,0,0.08,0.14,0.409660107,15.27,1.021,0
CHESTER SCHOOL DISTRICT,New Jersey,1118,0,0.03,0.18,0.051222352,10.26,0.936,0
WOODLAND PARK SCHOOL DISTRICT,New Jersey,1118,0,0.04,0.15,0.431127013,12.27,0.981,0
NORTH SALEM CENTRAL SCHOOL DISTRICT,New York,1118,0,0.02,0.15,0.117173524,9.59,0.99,0
VALLE LINDO ELEMENTARY,California,1117,0,0.14,0.07,0.841539839,21.08,0.994,0
SHENANGO AREA SD,Pennsylvania,1117,0,0,0.14,0.381378693,13.62,1.016,0
REDWATER ISD,Texas,1117,0,0.01,0.1,0.371530886,10.76,1.029,0
CRANE ISD,Texas,1116,0,0.16,0.08,0.517921147,11.55,0.928,0
QUITMAN ISD,Texas,1116,0,0.04,0.1,0.553763441,12.68,0.855,0
MANILA SCHOOL DISTRICT,Arkansas,1115,0,0.01,0.12,0.38206278,12.79,0.96,0
ATHENS CUSD 213,Illinois,1115,0,0,0.16,0.276233184,15.38,0.975,0
BERLIN SCHOOL DISTRICT,New Hampshire,1115,0,0,0.22,0.576681614,11.49,1.002,0
LITTLE FALLS CITY SCHOOL DISTRICT,New York,1114,0,0,0.17,0.601436266,11.75,0.911,0
PULASKI CENTRAL SCHOOL DISTRICT,New York,1114,0,0,0.13,0.488330341,12.29,0.939,0
BREWTON CITY,Alabama,1113,0,0.01,0.07,0.506738544,15.71,1.33,0
SOUTH PUTNAM COMMUNITY SCHOOLS,Indiana,1113,0,0,0.17,0.424977538,15.33,0.824,0
STILLWATER CENTRAL SCHOOL DISTRICT,New York,1112,0,0,0.15,0.276978417,10.33,0.916,0
NENANA CITY SCHOOL DISTRICT,Alaska,1111,0,0.04,0.1,0.069306931,51.94,0.928,0
MCCALL-DONNELLY JOINT SCHOOL DISTRICT,Idaho,1111,0,0.02,0.12,0.362736274,13.99,0.891,0
CARROLL CONSOLIDATED SCHOOL CORP,Indiana,1111,0,0,0.11,0.359135914,12.79,0.96,0
EASTLAND ISD,Texas,1111,0,0.06,0.1,0.564356436,12.37,0.991,0
WELD COUNTY SCHOOL DISTRICT NO. RE-7,Colorado,1108,0,0.07,0.11,0.375451264,13.76,1.02,1
BENTON CCSD 47,Illinois,1108,0,0.01,0.19,0.547833935,17.34,1.041,0
SER-NINOS CHARTER SCHOOL,Texas,1108,1,0.74,0.04,0.959386282,17.36,0.741,0
SAINT CROIX FALLS SCHOOL DISTRICT,Wisconsin,1108,0,0.01,0.11,0.319494585,15.63,0.952,0
KELLOGG JOINT DISTRICT,Idaho,1107,0,0,0.17,0.523938573,17.36,0.959,0
SILVER CREEK CENTRAL SCHOOL DISTRICT,New York,1107,0,0.01,0.18,0.554652213,10.3,1.005,0
MARIETTA,Oklahoma,1107,0,0.17,0.14,0.725383921,17.82,1.075,1
LEGACY PREPARATORY ACADEMY,Utah,1107,1,0.02,0.09,0.056910569,21.8,1.232,0
PIXLEY UNION ELEMENTARY,California,1106,0,0.6,0.08,0.952983725,22.34,1.074,0
GREENWAY PUBLIC SCHOOL DISTRICT,Minnesota,1106,0,0,0.25,0.515370705,16.71,0.951,0
SUSSEX CO PBLC SCHS,Virginia,1106,0,0.01,0.16,0.790235081,12.16,1.232,0
FORTUNA UNION HIGH,California,1105,0,0.07,0.16,0.483257919,21.48,1.193,0
ELLSWORTH PUBLIC SCHOOLS,Maine,1105,0,0.01,0.19,0.459728507,10.36,0.863,0
HOLDENVILLE,Oklahoma,1105,0,0.02,0.25,0.802714932,15.82,0.982,1
MERKEL ISD,Texas,1105,0,0.02,0.13,0.575565611,11.69,1.551,0
STANLEY-BOYD AREA SCHOOL DISTRICT,Wisconsin,1105,0,0,0.12,0.474208145,14.75,1.008,0
PRAIRIE DU CHIEN AREA SCHOOL DISTRICT,Wisconsin,1104,0.17,0,0.14,0.500905797,11.02,0.916,0
PEMBROKE SCHOOL DISTRICT,New Hampshire,1103,0,0.01,0.13,0.338168631,8.14,0.958,0
CHESTER UNION FREE SCHOOL DISTRICT,New York,1103,0,0.02,0.22,0.390752493,13.43,0.919,0
SODUS CENTRAL SCHOOL DISTRICT,New York,1103,0,0.05,0.16,0.654578422,9.29,0.969,0
PCM COMM SCHOOL DISTRICT,Iowa,1102,0,0,0.09,0.265880218,13.33,0.9,0
RSU 72/MSAD 72,Maine,1102,0,0,0.18,0.304900181,16.3,1.071,0
HILLSBORO DEERING COOP SCHOOL DISTRICT,New Hampshire,1102,0,0,0.23,0.417422868,10.26,0.984,0
SPIRO,Oklahoma,1102,0,0.01,0.12,0.805807623,16.52,0.971,1
OGDEN PREPARATORY ACADEMY,Utah,1102,1,0.11,0.09,0.637023593,21.8,1.093,0
ONEIDA COUNTY DISTRICT,Idaho,1101,0,0,0.09,0.359673025,20.77,0.902,0
HARMONY ISD,Texas,1101,0,0.05,0.06,0.490463215,12.59,1.045,0
NORTHERN OZAUKEE SCHOOL DISTRICT,Wisconsin,1100,0.25,0.02,0.11,0.128181818,15.31,0.926,0
HOLDINGFORD PUBLIC SCHOOL DISTRICT,Minnesota,1099,0,0,0.09,0.266606005,16.43,0.949,0
MAYPEARL ISD,Texas,1099,0,0.04,0.08,0.39399454,15.36,0.978,0
SAINT JOHNSBURY SCHOOL DISTRICT,Vermont,1099,0,0,0.15,0.360327571,14.59,0.978,0
CLAY COUNTY,Tennessee,1097,0,0,0.14,0.704186893,15.26,0.965,0
INGRAM ISD,Texas,1097,0,0.12,0.09,0.707383774,14.29,1.509,0
SUSANVILLE ELEMENTARY,California,1096,0,0.06,0.12,0.531934307,23.55,0.96,0
CONCORDIA,Kansas,1094,0,0.03,0.16,0.478976234,11.65,1.16,0
BEGGS,Oklahoma,1094,0,0.02,0.19,0.698354662,16.6,1.008,1
CAMPBELL CITY,Ohio,1093,0,0.05,0.17,0.733760293,15.25,0.888,0
CAMERON SCHOOL DISTRICT,Wisconsin,1093,0.4,0,0.1,0.328453797,14.15,2.182,0
SOUTH AMBOY SCHOOL DISTRICT,New Jersey,1092,0,0.02,0.23,0.412087912,13.24,1.256,0
TRUMANSBURG CENTRAL SCHOOL DISTRICT,New York,1092,0,0,0.17,0.357142857,10.88,1.211,0
COTTONWOOD UNION ELEMENTARY,California,1091,0.33,0.03,0.1,0.472960587,21.78,0.9,0
SKOKIE SD 73-5,Illinois,1091,0,0.15,0.15,0.287809349,13.22,0.911,0
MATHEWS CO PBLC SCHS,Virginia,1091,0,0.01,0.15,0.407882676,11.75,0.941,0
MERIDIAN ELEMENTARY,California,1090,0.75,0.03,0.11,0.605504587,18.84,0.966,0
PARMA DISTRICT,Idaho,1090,0,0.07,0.11,0.604587156,18.47,0.895,0
RSU 25,Maine,1090,0,0,0.2,0.570642202,12.06,1.008,0
BENNETT SCHOOL DISTRICT NO. 29J,Colorado,1089,0,0.07,0.11,0.32231405,19.14,0.915,1
CHAPMAN,Kansas,1089,0,0,0.17,0.444444444,12.17,1.009,0
SANTA FE TRAIL,Kansas,1089,0,0,0.2,0.494031221,11.84,1.179,0
PERRY CO SCHOOL DIST,Mississippi,1089,0,0.01,0.16,0.835629017,13.1,1.035,0
SIDNEY CENTRAL SCHOOL DISTRICT,New York,1089,0,0.01,0.12,0.593204775,11.93,1.194,0
MASON CONSOLIDATED SCHOOLS (MONROE),Michigan,1088,0,0,0.12,0.487132353,16.97,0.96,0
LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY),Arkansas,1086,0,0.09,0.11,0.988950276,10.61,0.963,0
SULLIVAN WEST CENTRAL SCHOOL DISTRICT,New York,1086,0,0,0.13,0.397790055,11.08,0.959,0
WILMOT UHS SCHOOL DISTRICT,Wisconsin,1086,0,0.01,0.13,0.190607735,16.17,0.933,0
MOTHER LODE UNION ELEMENTARY,California,1085,0,0.16,0.19,0.559447005,22.52,1.022,0
LINCOLN COUNTY SCHOOL DISTRICT,Nevada,1085,0,0.02,0.14,0.462672811,11.67,1.154,0
NATALIA ISD,Texas,1085,0,0.06,0.1,0.776036866,13.72,0.891,0
TROUP ISD,Texas,1085,0,0.04,0.07,0.551152074,13.33,1.002,0
LIMESTONE CHSD 310,Illinois,1084,0,0,0.16,0.422509225,14.13,1.029,0
NORTH BOLIVAR CONS SCH,MISSISSIPPI,1084,0,0.01,0.1,1,12.53,0.839,0
FAIRBANKS LOCAL,Ohio,1083,0,0,0.11,0.145891043,18.76,0.848,0
LA ACADEMIA DE ESTRELLAS,Texas,1083,1,0.43,0.1,0.917820868,19.42,0.811,0
WATERFORD UHS SCHOOL DISTRICT,Wisconsin,1083,0,0,0.09,0.102493075,14.85,0.909,0
SCHOOLCRAFT COMMUNITY SCHOOLS,Michigan,1082,0,0,0.09,0.262476895,19.15,0.908,0
PHILADELPHIA PUBLIC SCHOOL DIST,Mississippi,1082,0,0.02,0.14,0.99168207,15.54,1.016,0
WATKINS GLEN CENTRAL SCHOOL DISTRICT,New York,1082,0,0,0.15,0.48336414,11.45,1.067,0
BRONSON COMMUNITY SCHOOL DISTRICT,Michigan,1081,0,0.1,0.08,0.548566142,21.49,0.947,0
CASCADE UNION ELEMENTARY,California,1080,0,0.13,0.15,0.809259259,20.77,1.068,0
NETTLE CREEK SCHOOL CORPORATION,Indiana,1080,0,0.01,0.18,0.388888889,16.21,0.85,0
SHENANDOAH VALLEY SD,Pennsylvania,1080,0,0.1,0.2,0.964814815,13.01,0.936,0
NEW DIANA ISD,Texas,1080,0,0.02,0.05,0.394444444,14.95,0.865,0
CHARYL STOCKWELL ACADEMY,Michigan,1079,1,0,0.07,0.074142725,18.48,1.007,0
UNITED SD,Pennsylvania,1079,0,0,0.21,0.414272475,13.6,1.144,0
DREW CENTRAL SCHOOL DISTRICT,Arkansas,1078,0,0.05,0.13,0.658627087,13.88,0.915,0
MONTICELLO COMM SCHOOL DISTRICT,Iowa,1078,0,0.02,0.16,0.30890538,13.65,0.834,0
ATTALA CO SCHOOL DIST,Mississippi,1078,0,0,0.15,0.85528757,12.45,0.989,0
VALLEY CITY 2,North Dakota,1078,0,0.01,0.13,0.378478664,15.31,0.926,0
GRAND SALINE ISD,Texas,1078,0,0.1,0.1,0.62987013,11.56,0.927,0
NEW HOLSTEIN SCHOOL DISTRICT,Wisconsin,1078,0,0.02,0.15,0.208719852,13.8,0.923,0
SUSSEX-WANTAGE REGIONAL SCHOOL DISTRICT,New Jersey,1077,0,0,0.26,0.232126277,9.45,0.961,0
ALIQUIPPA SD,Pennsylvania,1077,0,0,0.23,0.965645311,12.49,0.998,0
ROCK FALLS ESD 13,Illinois,1076,0,0.04,0.18,0.772304833,16.04,1.033,0
NICOLET UHS SCHOOL DISTRICT,Wisconsin,1076,0,0.02,0.11,0.114312268,13.36,1.053,0
MONTE ALTO ISD,Texas,1075,0,0.29,0.05,0.906976744,13.86,0.857,0
WEST RUSK COUNTY CONSOLIDATED ISD,Texas,1075,0,0.11,0.09,0.760930233,13.6,0.934,0
WILLISTON SCHOOL DISTRICT,Vermont,1075,0,0.03,0.13,0.172093023,15,0.972,0
DUPO CUSD 196,Illinois,1074,0,0.01,0.18,0.619180633,14.92,0.953,0
CHOWCHILLA UNION HIGH,California,1073,0,0.09,0.08,0.592730662,21.74,0.985,0
KARNES CITY ISD,Texas,1073,0,0.04,0.11,0.671015843,12.74,0.88,0
RHINEBECK CENTRAL SCHOOL DISTRICT,New York,1072,0,0.01,0.13,0.149253731,11.15,1.004,0
EASTERN HOWARD SCHOOL CORPORATION,Indiana,1071,0,0,0.17,0.449112979,11.65,0.87,0
CARDINAL CHARTER,North Carolina,1071,1,0.01,0.11,0.119514472,19.93,1.042,0
SOUTHEAST FOUNTAIN SCHOOL CORP,Indiana,1070,0,0.02,0.16,0.497196262,14.45,0.956,0
KNOXVILLE CUSD 202,Illinois,1069,0,0,0.15,0.434985968,13.79,1.789,0
MORRIS AREA PUBLIC SCHOOLS,Minnesota,1069,0,0.03,0.16,0.257249766,14.88,0.961,0
ST. JAMES PUBLIC SCHOOL DISTRICT,Minnesota,1069,0,0.11,0.19,0.536014967,14.71,1.04,0
A+ ACADEMY,Texas,1069,1,0.43,0.1,0.930776427,16.7,0.856,0
SHEFFIELD CITY,Alabama,1068,0,0.01,0.1,0.542134831,14.05,1.095,0
SONORA UNION HIGH,California,1068,0,0.01,0.15,0.388576779,22.49,1.281,0
RONAN ELEM,Montana,1068,0,0.01,0.16,1,14.64,0.921,0
PATERSON CHARTER SCHOOL FOR SCIENCE AND TECHNOLOGY,New Jersey,1068,1,0.02,0.09,0.852059925,11.04,1.101,0
NORTH SUMMIT DISTRICT,Utah,1068,0,0.05,0.11,0.411048689,21.8,0.769,0
SOUTHERN DOOR COUNTY SCHOOL DISTRICT,Wisconsin,1068,0,0.02,0.12,0.335205993,11.92,0.968,0
BIG HORN COUNTY SCHOOL DISTRICT #1,Wyoming,1067,0,0,0.14,0.41049672,14.13,0.991,0
ACHIEVEMENT FIRST HARTFORD AC,Connecticut,1066,1,0.03,0.11,1,10.88,11.665,0
HOWE ISD,Texas,1066,0,0.04,0.09,0.43902439,12.75,0.932,0
SUBLETTE COUNTY SCHOOL DISTRICT #1,Wyoming,1065,0,0.03,0.12,0.230985915,12.85,1.161,0
ARCATA ELEMENTARY,California,1064,0.67,0.02,0.16,0.490601504,17.82,1.195,0
SOUTH LEWIS CENTRAL SCHOOL DISTRICT,New York,1064,0,0.01,0.25,0.626879699,10.98,0.942,0
ROOSEVELT ISD,Texas,1064,0,0.03,0.1,0.767857143,11.45,0.863,0
COVINGTON CITY PBLC SCHS,Virginia,1064,0,0,0.2,0.585526316,13.86,1,0
CHIMACUM SCHOOL DISTRICT,Washington,1064,0,0.02,0.13,0.483082707,17.94,0.962,0
TEUTOPOLIS CUSD 50,Illinois,1063,0,0,0.14,0.09971778,17.05,0.972,0
SAUK CENTRE PUBLIC SCHOOL DISTRICT,Minnesota,1063,0,0.04,0.17,0.36406397,15.7,0.94,0
MASCENIC REGIONAL SCHOOL DISTRICT,New Hampshire,1063,0,0.01,0.11,0.309501411,12.27,0.956,0
ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,New York,1063,0,0,0.15,0.511759172,12.27,0.871,0
RAVENNA PUBLIC SCHOOLS,Michigan,1062,0,0.02,0.12,0.428571429,17.38,0.999,0
TACONY ACADEMY CHARTER SCHOOL,Pennsylvania,1062,1,0.01,0.18,0.675141243,16.72,0.96,0
CEDAR GROVE-BELGIUM AREA SCHOOL DISTRICT,Wisconsin,1062,0,0.03,0.1,0.163841808,15.67,0.897,0
CLARION-GOLDFIELD-DOWS COMM SCHOOL DISTRICT,Iowa,1061,0,0.13,0.12,0.489161169,16.26,0.926,0
WINNACUNNET COOP SCHOOL DISTRICT,New Hampshire,1061,0,0.01,0.1,0.191328935,10.76,0.936,0
ANTIETAM SD,Pennsylvania,1061,0,0.04,0.24,0.466540999,12.43,0.956,0
MUNCY SD,Pennsylvania,1061,0,0,0.17,0.343072573,14.02,1.026,0
NEWMARKET SCHOOL DISTRICT,New Hampshire,1060,0,0.02,0.17,0.202830189,11.65,0.994,0
KEYPORT SCHOOL DISTRICT,New Jersey,1060,0,0.06,0.16,0.538679245,10.24,1.014,0
EDISON ELEMENTARY,California,1059,0,0.28,0.08,0.91312559,23.53,1.015,0
CHATHAM CENTRAL SCHOOL DISTRICT,New York,1059,0,0.01,0.19,0.40509915,10.29,0.917,0
M S D BOONE TOWNSHIP,Indiana,1058,0,0,0.17,0.381852552,15.24,0.82,0
HUGOTON PUBLIC SCHOOLS,Kansas,1058,0.25,0.34,0.09,0.619092628,13.43,0.824,0
HALEDON PUBLIC SCHOOL DISTRICT,New Jersey,1058,0,0.06,0.14,0.63610586,10.92,1.096,0
GLENDALE-RIVER HILLS SCHOOL DISTRICT,Wisconsin,1058,0,0.02,0.15,0.324196597,14.61,0.958,0
AMISTAD ACADEMY DISTRICT,Connecticut,1057,1,0.11,0.11,0.726584674,9.28,1.18,0
IROQUOIS COUNTY CUSD 9,Illinois,1057,0,0.02,0.17,0.494796594,14.13,1.003,0
WOODWARD-GRANGER COMM SCHOOL DISTRICT,Iowa,1057,0,0,0.09,0.253547777,11.13,1.576,0
YAMHILL CARLTON SD 1,Oregon,1057,0,0.01,0.14,0.416272469,19.57,0.973,0
LINCOLN ESD 156,Illinois,1056,0,0.11,0.11,0.856060606,21.15,0.963,0
EAST PALESTINE CITY,Ohio,1056,0,0.01,0.18,0.539772727,26.94,1.018,0
DISCOVERY SCHOOLS OF TULSA,Oklahoma,1056,1,0.18,0.1,0.816287879,17.43,0.994,1
TOTOWA PUBLIC SCHOOL DISTRICT,New Jersey,1055,0,0.01,0.15,0.242654028,15.05,1.002,0
CHAWANAKEE UNIFIED,California,1054,0.29,0.01,0.08,0.491461101,20.37,1.02,0
PILLAGER PUBLIC SCHOOL DISTRICT,Minnesota,1054,0,0,0.13,0.429791271,18.48,1.088,0
DAVIS,Oklahoma,1053,0,0,0.17,0.565052232,16.13,1.039,1
MARSHALL SCHOOL DISTRICT,Wisconsin,1053,0.2,0.13,0.04,0.376068376,13.04,0.892,0
WINDOM PUBLIC SCHOOL DISTRICT,Minnesota,1052,0,0.08,0.18,0.450570342,13.84,0.911,0
OCONTO UNIFIED SCHOOL DISTRICT,Wisconsin,1052,0.25,0,0.19,0.425855513,12.88,1.057,0
INDEPENDENCE LOCAL,Ohio,1051,0,0.01,0.11,0.105613701,13.48,0.855,0
ESSEX COMMUNITY EDUCATION CENTER,Vermont,1051,0,0.02,0.15,0.26450999,7.01,1.013,0
ST. LOUIS PUBLIC SCHOOLS,Michigan,1050,0,0.02,0.15,0.568571429,17.95,1.08,0
GEORGE WEST ISD,Texas,1050,0,0.03,0.09,0.547619048,12.93,1.039,0
ROLAND-STORY COMM SCHOOL DISTRICT,Iowa,1049,0,0.01,0.08,0.222116301,15.44,1.169,0
JEANNETTE CITY SD,Pennsylvania,1049,0,0,0.18,0.907530982,12.56,0.903,0
BEECHER CUSD 200U,Illinois,1048,0,0.03,0.16,0.22519084,16.38,0.888,0
KINGSTON,Massachusetts,1048,0,0.01,0.17,0.952697095,15,0.942,0
COUNTY OF WINNEBAGO SD 320,Illinois,1047,0,0.05,0.13,0.654250239,15.88,0.923,0
ADAMS CENTRAL COMMUNITY SCHOOLS,Indiana,1047,0,0.03,0.11,0.29321872,11.82,0.874,0
